"","X","total_accel_belt","var_total_accel_belt","accel_belt_x","accel_belt_y","accel_belt_z","total_accel_arm","var_accel_arm","accel_arm_x","accel_arm_y","accel_arm_z","total_accel_dumbbell","var_accel_dumbbell","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","total_accel_forearm","var_accel_forearm","accel_forearm_x","accel_forearm_y","accel_forearm_z","classe"
"14258",14258,3,NA,-23,3,20,17,NA,88,20,-145,2,NA,1,13,7,36,NA,-162,255,-189,"D"
"14259",14259,3,NA,-21,4,20,20,NA,107,19,-168,2,NA,8,8,15,36,NA,-179,236,-191,"D"
"14260",14260,3,NA,-20,4,19,22,NA,115,8,-183,2,NA,5,1,18,36,NA,-180,232,-190,"D"
"14261",14261,3,NA,-18,2,21,29,NA,101,-2,-263,2,NA,-3,-10,14,32,NA,-195,152,-191,"D"
"14262",14262,3,NA,-17,1,22,25,NA,101,16,-218,2,NA,-5,8,19,29,NA,-200,85,-185,"D"
"14263",14263,3,NA,-17,2,24,24,NA,96,12,-214,2,NA,-8,10,17,28,NA,-195,73,-186,"D"
"14264",14264,3,NA,-21,5,21,19,NA,66,19,-178,1,NA,-1,-4,14,28,NA,-199,14,-183,"D"
"14265",14265,3,NA,-20,3,22,14,NA,45,49,-121,2,NA,-2,0,15,27,NA,-199,-17,-177,"D"
"14266",14266,3,NA,-21,4,23,11,NA,6,95,-48,1,NA,0,1,12,28,NA,-192,-63,-183,"D"
"14267",14267,3,NA,-17,3,26,15,NA,-66,127,-21,1,NA,1,6,13,28,NA,-156,-123,-193,"D"
"14268",14268,3,NA,-13,0,29,16,NA,-80,138,13,1,NA,3,4,12,29,NA,-137,-145,-196,"D"
"14269",14269,3,NA,-13,0,30,19,NA,-114,151,-23,2,NA,0,5,14,30,NA,-132,-174,-198,"D"
"14270",14270,4,NA,-21,6,30,25,NA,-182,163,-6,1,NA,-2,2,7,30,NA,-37,-233,-183,"D"
"14271",14271,4,NA,-24,7,26,26,NA,-207,153,15,1,NA,-5,0,9,26,NA,-84,-180,-164,"D"
"14272",14272,3,NA,-18,5,25,30,NA,-244,156,3,2,NA,-2,11,14,29,NA,-183,-118,-186,"D"
"14273",14273,3,NA,-23,5,20,31,NA,-267,137,-63,3,NA,8,25,1,25,NA,-184,-25,-163,"D"
"14274",14274,3,NA,-21,2,23,31,NA,-258,141,-85,2,NA,8,10,-14,28,NA,-204,39,-177,"D"
"14275",14275,3,NA,-21,3,21,31,NA,-259,138,-88,2,NA,9,8,-15,28,NA,-203,42,-180,"D"
"14276",14276,3,NA,-21,3,23,32,NA,-264,135,-90,2,NA,11,12,-15,25,NA,-170,48,-172,"D"
"14277",14277,3,NA,-20,5,22,32,NA,-267,130,-95,4,NA,10,32,-10,22,NA,-137,69,-156,"D"
"14278",14278,3,NA,-20,2,23,32,NA,-268,126,-99,4,NA,13,34,-5,24,NA,-148,85,-160,"D"
"14279",14279,3,NA,-20,2,25,32,NA,-269,123,-103,3,NA,11,32,3,27,NA,-165,120,-170,"D"
"14280",14280,3,NA,-19,4,21,32,NA,-272,117,-111,3,NA,1,31,7,32,NA,-151,210,-173,"D"
"14281",14281,3,NA,-15,2,27,33,NA,-274,123,-117,3,NA,3,27,11,35,NA,-94,285,-170,"D"
"14282",14282,3,NA,-20,5,22,32,NA,-272,122,-110,3,NA,-1,25,11,36,NA,-93,297,-175,"D"
"14283",14283,3,NA,-23,5,22,32,NA,-271,119,-111,3,NA,3,27,9,44,NA,-128,362,-197,"D"
"14284",14284,3,NA,-17,3,26,32,NA,-267,119,-111,2,NA,0,18,14,44,NA,-128,365,-188,"D"
"14285",14285,3,NA,-12,5,23,32,NA,-268,125,-111,2,NA,-5,17,4,46,NA,-140,384,-186,"D"
"14286",14286,3,NA,-13,4,23,33,NA,-271,127,-109,2,NA,3,18,10,46,NA,-137,388,-179,"D"
"14287",14287,3,NA,-13,4,28,32,NA,-270,125,-108,4,NA,6,30,25,45,NA,-139,377,-170,"D"
"14288",14288,3,0.1,-11,4,25,32,7.4616,-269,127,-109,4,1.1545,7,32,20,44,43.8404,-148,373,-167,"D"
"14289",14289,3,NA,-15,5,25,32,NA,-269,127,-113,3,NA,3,20,19,46,NA,-159,386,-170,"D"
"14290",14290,3,NA,-16,3,24,32,NA,-265,126,-103,3,NA,2,23,11,47,NA,-166,395,-170,"D"
"14291",14291,3,NA,-17,5,22,32,NA,-272,125,-108,3,NA,6,22,15,44,NA,-153,360,-179,"D"
"14292",14292,3,NA,-17,3,23,32,NA,-271,125,-106,2,NA,0,19,11,43,NA,-140,349,-182,"D"
"14293",14293,3,NA,-17,3,22,32,NA,-270,121,-102,4,NA,3,33,23,42,NA,-132,347,-188,"D"
"14294",14294,3,NA,-20,5,20,32,NA,-267,120,-99,4,NA,7,31,18,42,NA,-122,342,-190,"D"
"14295",14295,3,NA,-19,4,22,32,NA,-270,120,-106,3,NA,8,20,17,41,NA,-126,331,-188,"D"
"14296",14296,3,NA,-22,3,22,31,NA,-264,123,-99,2,NA,1,19,11,40,NA,-131,311,-192,"D"
"14297",14297,3,NA,-21,3,21,32,NA,-266,123,-98,2,NA,2,10,18,38,NA,-131,293,-189,"D"
"14298",14298,3,NA,-22,3,21,31,NA,-262,121,-96,2,NA,-1,13,16,35,NA,-151,246,-184,"D"
"14299",14299,3,NA,-21,5,19,31,NA,-264,123,-91,2,NA,3,10,21,32,NA,-180,178,-189,"D"
"14300",14300,3,NA,-17,5,22,31,NA,-264,125,-92,1,NA,2,0,11,31,NA,-180,157,-188,"D"
"14301",14301,3,NA,-17,3,22,31,NA,-260,127,-86,1,NA,-4,3,9,31,NA,-198,138,-188,"D"
"14302",14302,3,NA,-19,1,26,30,NA,-254,132,-77,2,NA,0,1,15,31,NA,-193,126,-194,"D"
"14303",14303,3,NA,-18,6,24,30,NA,-254,135,-66,2,NA,-1,10,15,29,NA,-205,87,-181,"D"
"14304",14304,3,NA,-18,4,23,29,NA,-240,136,-55,2,NA,1,12,18,24,NA,-177,33,-157,"D"
"14305",14305,3,NA,-18,2,26,28,NA,-235,138,-53,2,NA,0,12,20,24,NA,-179,-5,-152,"D"
"14306",14306,3,NA,-21,4,26,27,NA,-223,142,-42,2,NA,1,14,15,28,NA,-198,-41,-181,"D"
"14307",14307,4,NA,-17,1,30,26,NA,-214,140,-23,3,NA,1,20,20,28,NA,-182,-66,-190,"D"
"14308",14308,3,NA,-17,5,27,25,NA,-197,143,-17,3,NA,3,21,16,29,NA,-39,-190,-207,"D"
"14309",14309,4,NA,-17,1,30,23,NA,-176,147,3,3,NA,4,20,19,32,NA,-12,-249,-190,"D"
"14310",14310,4,NA,-19,2,31,22,NA,-147,153,14,2,NA,10,8,19,30,NA,-32,-235,-169,"D"
"14311",14311,4,NA,-19,5,29,20,NA,-123,153,18,1,NA,1,10,7,27,NA,-90,-173,-180,"D"
"14312",14312,4,NA,-22,5,28,16,NA,-89,133,9,2,NA,0,14,10,28,NA,-151,-141,-185,"D"
"14313",14313,3,NA,-20,5,24,11,NA,-16,100,-35,3,NA,3,23,9,27,NA,-159,-78,-190,"D"
"14314",14314,3,0.1,-21,6,23,11,40.5617,-6,92,-49,3,0.5239,0,26,16,27,37.90421,-182,-69,-183,"D"
"14315",14315,3,NA,-18,8,20,15,NA,73,61,-107,3,NA,9,25,19,33,NA,-201,161,-191,"D"
"14316",14316,3,NA,-18,7,17,14,NA,66,76,-94,2,NA,2,22,2,31,NA,-194,133,-186,"D"
"14317",14317,3,NA,-22,5,17,12,NA,63,73,-66,3,NA,-3,30,11,30,NA,-204,98,-183,"D"
"14318",14318,3,NA,-24,1,19,12,NA,44,94,-60,4,NA,6,31,18,27,NA,-189,72,-176,"D"
"14319",14319,3,NA,-20,0,21,13,NA,33,103,-64,3,NA,11,13,25,26,NA,-179,54,-177,"D"
"14320",14320,3,NA,-16,0,21,12,NA,29,111,-36,3,NA,2,27,19,27,NA,-187,45,-178,"D"
"14321",14321,3,NA,-18,2,20,11,NA,20,106,-28,3,NA,1,25,14,22,NA,-140,-20,-158,"D"
"14322",14322,3,NA,-19,1,21,13,NA,2,123,-20,3,NA,1,27,21,20,NA,-112,-54,-146,"D"
"14323",14323,3,NA,-16,0,23,14,NA,-2,133,-5,4,NA,0,29,22,20,NA,-111,-71,-145,"D"
"14324",14324,3,NA,-15,1,25,14,NA,-7,139,10,3,NA,4,22,20,22,NA,-125,-94,-144,"D"
"14325",14325,3,NA,-15,3,22,14,NA,-6,136,21,2,NA,3,11,20,23,NA,-128,-99,-154,"D"
"14326",14326,3,NA,-14,6,21,15,NA,-11,142,24,3,NA,-1,20,20,24,NA,-136,-109,-163,"D"
"14327",14327,3,NA,-15,4,22,15,NA,-12,145,33,4,NA,2,27,23,25,NA,-126,-123,-172,"D"
"14328",14328,3,NA,-16,5,23,15,NA,-17,136,54,3,NA,1,19,20,28,NA,-98,-169,-187,"D"
"14329",14329,3,NA,-21,3,25,15,NA,-8,136,65,3,NA,2,21,20,33,NA,-57,-240,-212,"D"
"14330",14330,3,NA,-18,5,23,15,NA,2,131,57,3,NA,4,26,20,33,NA,-17,-256,-202,"D"
"14331",14331,3,NA,-19,5,23,14,NA,3,128,54,3,NA,6,25,17,32,NA,-9,-250,-186,"D"
"14332",14332,3,NA,-16,2,27,14,NA,-5,123,56,6,NA,1,52,25,28,NA,-126,-162,-183,"D"
"14333",14333,3,NA,-17,4,27,13,NA,-7,119,45,6,NA,4,53,27,27,NA,-128,-139,-182,"D"
"14334",14334,3,NA,-13,2,31,9,NA,13,85,12,5,NA,8,40,23,28,NA,-172,-104,-189,"D"
"14335",14335,3,NA,-16,5,27,8,NA,18,81,1,4,NA,3,35,21,28,NA,-182,-95,-179,"D"
"14336",14336,3,NA,-20,6,26,8,NA,28,67,-17,3,NA,5,26,15,25,NA,-169,-41,-175,"D"
"14337",14337,3,NA,-21,2,24,9,NA,52,55,-43,3,NA,7,23,12,25,NA,-172,-5,-173,"D"
"14338",14338,3,NA,-21,2,25,9,NA,58,47,-47,4,NA,5,34,12,26,NA,-191,14,-166,"D"
"14339",14339,3,NA,-17,2,24,17,NA,86,32,-144,5,NA,11,41,16,30,NA,-214,93,-185,"D"
"14340",14340,3,NA,-20,6,21,20,NA,102,17,-165,5,NA,11,43,15,28,NA,-196,96,-174,"D"
"14341",14341,3,NA,-16,2,25,25,NA,112,4,-214,6,NA,7,58,13,30,NA,-188,136,-179,"D"
"14342",14342,3,NA,-16,4,21,28,NA,114,-3,-254,6,NA,6,60,8,32,NA,-195,176,-170,"D"
"14343",14343,3,NA,-21,3,18,37,NA,101,-38,-345,4,NA,15,38,10,35,NA,-171,243,-163,"D"
"14344",14344,3,NA,-20,3,18,36,NA,103,-49,-338,4,NA,17,35,-1,40,NA,-209,282,-181,"D"
"14345",14345,3,NA,-20,3,17,37,NA,106,-51,-339,5,NA,10,46,2,43,NA,-237,287,-192,"D"
"14346",14346,3,NA,-18,3,18,35,NA,125,-39,-312,5,NA,10,50,6,43,NA,-219,301,-193,"D"
"14347",14347,3,NA,-17,2,19,33,NA,133,-38,-294,5,NA,10,51,8,43,NA,-222,304,-197,"D"
"14348",14348,3,NA,-15,0,22,32,NA,136,-32,-279,5,NA,10,49,9,43,NA,-218,304,-189,"D"
"14349",14349,3,NA,-21,9,16,31,NA,130,-27,-273,5,NA,9,47,20,44,NA,-225,309,-190,"D"
"14350",14350,3,NA,-24,8,13,29,NA,133,-23,-253,5,NA,9,50,10,44,NA,-227,313,-188,"D"
"14351",14351,3,NA,-17,6,20,23,NA,118,-5,-194,6,NA,9,57,20,45,NA,-254,304,-195,"D"
"14352",14352,3,NA,-17,5,20,21,NA,112,12,-170,5,NA,6,44,19,43,NA,-237,286,-192,"D"
"14353",14353,3,NA,-16,3,20,18,NA,107,25,-140,5,NA,5,49,12,41,NA,-224,278,-192,"D"
"14354",14354,3,NA,-13,3,22,13,NA,79,62,-83,5,NA,20,36,20,39,NA,-232,225,-209,"D"
"14355",14355,3,NA,-14,4,21,13,NA,72,67,-87,5,NA,11,42,18,37,NA,-224,202,-208,"D"
"14356",14356,3,NA,-17,9,18,11,NA,56,80,-54,6,NA,11,57,23,35,NA,-209,175,-208,"D"
"14357",14357,3,NA,-19,2,20,13,NA,6,114,-50,5,NA,11,42,13,30,NA,-195,102,-194,"D"
"14358",14358,3,NA,-19,4,20,12,NA,-18,116,-35,8,NA,21,72,32,29,NA,-201,51,-195,"D"
"14359",14359,3,NA,-20,2,19,16,NA,-69,135,-12,4,NA,10,29,25,28,NA,-195,-16,-190,"D"
"14360",14360,3,NA,-23,5,17,19,NA,-107,147,33,5,NA,6,46,23,23,NA,-104,-107,-175,"D"
"14361",14361,3,NA,-20,4,21,19,NA,-107,145,35,6,NA,6,50,20,26,NA,-108,-142,-181,"D"
"14362",14362,3,NA,-22,4,21,18,NA,-104,137,38,5,NA,12,45,22,26,NA,-83,-163,-181,"D"
"14363",14363,3,NA,-23,6,18,18,NA,-105,135,38,5,NA,12,38,22,27,NA,-77,-180,-179,"D"
"14364",14364,3,NA,-22,6,17,18,NA,-101,136,45,3,NA,8,21,13,28,NA,-66,-193,-182,"D"
"14365",14365,3,NA,-18,4,20,19,NA,-110,147,46,4,NA,6,30,23,31,NA,-38,-230,-190,"D"
"14366",14366,3,NA,-19,2,22,19,NA,-108,145,43,5,NA,2,43,29,28,NA,-16,-220,-168,"D"
"14367",14367,3,NA,-18,1,23,18,NA,-106,139,39,5,NA,4,43,31,28,NA,-41,-206,-171,"D"
"14368",14368,3,NA,-18,5,23,18,NA,-106,136,39,6,NA,4,47,29,27,NA,-56,-190,-173,"D"
"14369",14369,3,0,-18,4,22,18,65.3722,-107,134,32,6,0.9954,3,47,30,27,47.01382,-83,-177,-173,"D"
"14370",14370,4,NA,-13,1,42,20,NA,-35,111,-160,28,NA,-146,142,-188,33,NA,-114,242,-184,"D"
"14371",14371,5,NA,-15,4,42,21,NA,-5,95,-180,28,NA,-141,143,-185,37,NA,-118,288,-179,"D"
"14372",14372,5,NA,-12,0,44,22,NA,11,86,-194,28,NA,-142,137,-185,39,NA,-131,312,-175,"D"
"14373",14373,4,NA,-13,2,41,34,NA,70,28,-327,28,NA,-143,139,-188,44,NA,-160,369,-164,"D"
"14374",14374,5,NA,-17,4,43,45,NA,78,-20,-437,28,NA,-146,133,-188,44,NA,-154,366,-173,"D"
"14375",14375,4,NA,-18,4,38,52,NA,111,-35,-496,28,NA,-146,134,-187,43,NA,-149,353,-171,"D"
"14376",14376,5,NA,-12,2,44,42,NA,117,30,-397,27,NA,-140,136,-185,31,NA,-146,181,-189,"D"
"14377",14377,5,NA,-14,3,42,37,NA,123,44,-342,28,NA,-144,138,-192,25,NA,-109,134,-169,"D"
"14378",14378,5,NA,-14,4,42,33,NA,95,59,-304,28,NA,-145,140,-193,25,NA,-132,89,-184,"D"
"14379",14379,4,NA,-9,2,41,25,NA,76,57,-231,28,NA,-141,126,-201,31,NA,-176,-111,-218,"D"
"14380",14380,5,NA,-6,-2,47,26,NA,45,94,-235,28,NA,-140,138,-191,39,NA,-174,-250,-233,"D"
"14381",14381,5,NA,-2,3,44,20,NA,42,80,-178,28,NA,-141,137,-189,39,NA,-187,-252,-219,"D"
"14382",14382,5,NA,-7,6,46,16,NA,54,79,-129,28,NA,-146,137,-190,36,NA,-155,-241,-205,"D"
"14383",14383,5,NA,-15,5,43,17,NA,42,119,-115,28,NA,-146,143,-187,34,NA,-158,-224,-190,"D"
"14384",14384,5,NA,-21,4,43,24,NA,-10,165,-169,29,NA,-152,131,-197,31,NA,-154,-196,-182,"D"
"14385",14385,5,NA,-26,4,46,21,NA,-26,159,-125,28,NA,-149,123,-199,28,NA,-128,-158,-179,"D"
"14386",14386,5,0.3,-23,-1,39,27,122.6381,-99,219,-100,28,0.1176,-143,144,-185,27,42.27184,-153,-119,-187,"D"
"14387",14387,5,NA,-16,2,45,22,NA,-74,191,69,28,NA,-149,136,-192,31,NA,-219,-56,-204,"D"
"14388",14388,4,NA,-16,2,39,26,NA,-166,195,-8,28,NA,-144,132,-199,27,NA,-167,0,-207,"D"
"14389",14389,4,NA,-15,3,41,35,NA,-251,224,-57,30,NA,-149,141,-204,28,NA,-181,67,-194,"D"
"14390",14390,4,NA,-10,3,37,40,NA,-307,236,-53,28,NA,-137,165,-178,29,NA,-124,213,-146,"D"
"14391",14391,4,NA,-10,0,39,40,NA,-297,257,-56,29,NA,-133,169,-193,27,NA,-89,208,-135,"D"
"14392",14392,4,NA,-12,-2,41,40,NA,-281,269,-61,30,NA,-138,158,-199,28,NA,-101,214,-142,"D"
"14393",14393,4,NA,-11,2,39,34,NA,-233,234,-71,29,NA,-142,156,-195,36,NA,-78,312,-148,"D"
"14394",14394,4,NA,-12,4,42,34,NA,-234,217,-82,29,NA,-141,161,-194,42,NA,-174,333,-156,"D"
"14395",14395,4,NA,-9,6,40,34,NA,-244,199,-110,30,NA,-135,164,-197,44,NA,-91,398,-153,"D"
"14396",14396,4,NA,-6,3,38,33,NA,-242,189,-114,29,NA,-144,159,-188,42,NA,-105,372,-144,"D"
"14397",14397,4,NA,-13,4,40,35,NA,-259,149,-175,29,NA,-124,132,-218,36,NA,-125,280,-168,"D"
"14398",14398,4,NA,-14,3,39,35,NA,-260,146,-167,27,NA,-127,134,-189,37,NA,-102,300,-167,"D"
"14399",14399,4,NA,-13,-1,41,34,NA,-252,150,-168,29,NA,-129,175,-181,39,NA,-125,325,-163,"D"
"14400",14400,4,NA,-11,3,36,34,NA,-251,162,-157,29,NA,-149,155,-193,41,NA,-155,339,-160,"D"
"14401",14401,4,NA,-13,3,40,34,NA,-245,170,-155,31,NA,-140,160,-211,37,NA,-152,289,-162,"D"
"14402",14402,4,NA,-14,0,38,35,NA,-249,174,-154,30,NA,-144,152,-213,37,NA,-152,289,-162,"D"
"14403",14403,4,NA,-15,1,41,35,NA,-250,180,-154,29,NA,-145,142,-204,36,NA,-159,266,-163,"D"
"14404",14404,4,NA,-15,4,39,34,NA,-249,180,-141,29,NA,-138,149,-201,33,NA,-154,224,-169,"D"
"14405",14405,4,NA,-14,0,40,34,NA,-250,178,-140,30,NA,-139,156,-202,29,NA,-145,134,-198,"D"
"14406",14406,4,NA,-14,8,40,34,NA,-249,175,-144,30,NA,-144,153,-202,27,NA,-149,91,-205,"D"
"14407",14407,5,NA,-15,2,43,34,NA,-251,170,-144,30,NA,-141,152,-205,21,NA,-93,51,-175,"D"
"14408",14408,5,NA,-13,0,46,34,NA,-250,169,-148,30,NA,-142,153,-204,23,NA,-130,22,-187,"D"
"14409",14409,5,NA,-10,1,43,34,NA,-249,169,-146,30,NA,-141,152,-204,31,NA,-214,-70,-211,"D"
"14410",14410,5,NA,-7,0,45,34,NA,-251,170,-145,30,NA,-142,153,-205,32,NA,-198,-117,-219,"D"
"14411",14411,5,NA,-16,4,43,35,NA,-249,174,-153,30,NA,-142,157,-202,38,NA,-175,-246,-213,"D"
"14412",14412,5,NA,-30,2,40,35,NA,-252,168,-152,30,NA,-140,153,-203,33,NA,-173,-197,-191,"D"
"14413",14413,5,NA,-15,1,43,34,NA,-250,167,-151,30,NA,-138,162,-204,31,NA,-212,-69,-205,"D"
"14414",14414,5,NA,-14,0,43,34,NA,-249,171,-150,29,NA,-136,154,-203,32,NA,-230,-59,-209,"D"
"14415",14415,4,NA,-12,1,42,35,NA,-248,173,-152,29,NA,-140,150,-201,32,NA,-228,-48,-207,"D"
"14416",14416,4,NA,-11,4,37,35,NA,-250,172,-153,30,NA,-143,155,-203,32,NA,-237,1,-211,"D"
"14417",14417,4,NA,-14,6,38,35,NA,-250,174,-150,30,NA,-137,157,-206,30,NA,-228,51,-179,"D"
"14418",14418,4,NA,-15,2,37,35,NA,-251,174,-154,30,NA,-141,155,-207,23,NA,-91,135,-158,"D"
"14419",14419,4,NA,-15,0,40,35,NA,-252,171,-149,30,NA,-141,150,-204,32,NA,-211,147,-176,"D"
"14420",14420,4,NA,-13,1,39,35,NA,-252,170,-153,30,NA,-141,152,-208,35,NA,-191,209,-194,"D"
"14421",14421,4,NA,-10,3,36,34,NA,-251,170,-149,30,NA,-145,149,-208,29,NA,-119,216,-144,"D"
"14422",14422,4,0.3,-11,4,37,34,0.2561,-248,171,-149,31,0.137,-150,152,-211,33,19.94715,-85,276,-141,"D"
"14423",14423,4,NA,-10,0,38,35,NA,-253,176,-152,30,NA,-148,149,-210,32,NA,-30,294,-114,"D"
"14424",14424,4,NA,-10,4,40,35,NA,-252,173,-150,30,NA,-126,164,-204,40,NA,-115,356,-130,"D"
"14425",14425,4,NA,-2,4,37,35,NA,-254,169,-151,30,NA,-144,145,-212,46,NA,-106,416,-145,"D"
"14426",14426,4,NA,-5,1,40,34,NA,-251,171,-148,30,NA,-146,138,-212,46,NA,-152,394,-149,"D"
"14427",14427,4,NA,-11,-1,41,34,NA,-249,172,-150,30,NA,-142,143,-210,41,NA,-150,337,-167,"D"
"14428",14428,4,NA,-7,2,38,35,NA,-252,169,-156,30,NA,-139,154,-215,32,NA,-124,252,-144,"D"
"14429",14429,4,NA,-12,1,42,34,NA,-250,167,-151,31,NA,-138,155,-222,31,NA,-117,237,-144,"D"
"14430",14430,4,NA,-15,2,38,35,NA,-255,172,-151,31,NA,-154,147,-216,30,NA,-97,231,-145,"D"
"14431",14431,4,NA,-16,3,40,35,NA,-254,175,-154,30,NA,-145,147,-210,32,NA,-105,247,-157,"D"
"14432",14432,4,NA,-15,1,40,35,NA,-251,172,-153,30,NA,-132,160,-204,36,NA,-109,285,-171,"D"
"14433",14433,4,NA,-13,0,38,34,NA,-249,170,-152,29,NA,-130,162,-197,38,NA,-129,310,-162,"D"
"14434",14434,4,NA,-12,3,42,35,NA,-257,173,-157,31,NA,-163,144,-215,42,NA,-160,342,-153,"D"
"14435",14435,4,NA,-13,1,40,35,NA,-254,170,-157,31,NA,-154,145,-222,39,NA,-160,316,-156,"D"
"14436",14436,4,NA,-14,3,40,35,NA,-251,168,-156,30,NA,-135,156,-208,27,NA,-133,146,-183,"D"
"14437",14437,4,NA,-14,4,37,35,NA,-251,169,-156,29,NA,-138,150,-204,27,NA,-136,124,-187,"D"
"14438",14438,4,NA,-14,3,39,35,NA,-253,168,-155,29,NA,-141,147,-205,27,NA,-136,124,-187,"D"
"14439",14439,4,NA,-14,5,37,35,NA,-257,170,-158,30,NA,-142,149,-211,27,NA,-142,105,-192,"D"
"14440",14440,4,NA,-14,3,39,35,NA,-255,170,-157,30,NA,-142,150,-216,27,NA,-142,105,-192,"D"
"14441",14441,4,NA,-13,3,40,35,NA,-252,166,-156,31,NA,-143,159,-217,25,NA,-151,61,-188,"D"
"14442",14442,4,NA,-13,0,41,35,NA,-254,168,-153,30,NA,-138,155,-210,25,NA,-151,61,-188,"D"
"14443",14443,4,NA,-11,0,42,35,NA,-256,172,-156,30,NA,-139,156,-211,25,NA,-154,44,-187,"D"
"14444",14444,4,NA,-9,3,43,35,NA,-255,174,-157,30,NA,-138,159,-211,28,NA,-183,24,-198,"D"
"14445",14445,5,NA,-4,-2,47,35,NA,-256,172,-155,31,NA,-141,153,-216,35,NA,-182,-160,-245,"D"
"14446",14446,5,0.1,-5,3,45,35,0.1138,-255,177,-157,30,0.4487,-142,152,-214,40,41.81314,-200,-227,-252,"D"
"14447",14447,4,NA,-9,5,42,35,NA,-254,175,-156,30,NA,-142,151,-211,41,NA,-168,-276,-235,"D"
"14448",14448,5,NA,-16,4,42,35,NA,-254,171,-158,30,NA,-141,152,-211,38,NA,-162,-259,-216,"D"
"14449",14449,5,NA,-16,2,44,35,NA,-257,171,-156,31,NA,-145,156,-211,32,NA,-208,-85,-213,"D"
"14450",14450,4,NA,-13,6,37,35,NA,-253,169,-157,30,NA,-139,156,-211,30,NA,-215,64,-191,"D"
"14451",14451,4,NA,-14,3,37,35,NA,-256,167,-160,30,NA,-141,154,-207,29,NA,-200,81,-185,"D"
"14452",14452,4,NA,-13,0,36,35,NA,-256,173,-156,30,NA,-142,153,-210,25,NA,-137,109,-166,"D"
"14453",14453,4,NA,-12,0,41,35,NA,-257,174,-155,30,NA,-142,152,-208,33,NA,-209,160,-184,"D"
"14454",14454,4,NA,-15,1,39,35,NA,-258,171,-156,30,NA,-143,155,-210,27,NA,-116,191,-145,"D"
"14455",14455,4,NA,-15,4,39,35,NA,-257,170,-158,30,NA,-141,156,-210,24,NA,-23,198,-123,"D"
"14456",14456,4,NA,-14,5,38,35,NA,-253,174,-156,30,NA,-145,152,-211,31,NA,-77,257,-144,"D"
"14457",14457,4,NA,-2,-1,38,35,NA,-256,173,-152,30,NA,-132,165,-201,40,NA,-62,351,-157,"D"
"14458",14458,4,NA,-15,1,41,34,NA,-242,196,-127,31,NA,-145,167,-204,46,NA,-130,401,-163,"D"
"14459",14459,4,NA,-15,2,39,33,NA,-235,193,-119,31,NA,-142,173,-200,43,NA,-136,365,-155,"D"
"14460",14460,4,NA,-12,0,42,33,NA,-239,197,-108,30,NA,-131,184,-188,38,NA,-81,330,-145,"D"
"14461",14461,4,NA,-14,0,40,32,NA,-230,195,-93,31,NA,-133,192,-193,34,NA,-81,290,-143,"D"
"14462",14462,4,NA,-10,0,36,32,NA,-226,203,-76,31,NA,-153,172,-202,39,NA,-100,325,-172,"D"
"14463",14463,4,NA,-12,0,40,31,NA,-222,199,-59,32,NA,-142,179,-208,41,NA,-97,350,-176,"D"
"14464",14464,4,NA,-13,2,38,31,NA,-222,195,-52,32,NA,-135,189,-211,43,NA,-96,371,-178,"D"
"14465",14465,4,NA,-11,5,37,29,NA,-201,203,-14,30,NA,-110,184,-208,42,NA,-110,357,-175,"D"
"14466",14466,4,NA,-14,4,40,23,NA,-149,171,7,31,NA,-128,183,-199,37,NA,-140,291,-163,"D"
"14467",14467,4,NA,-15,5,40,22,NA,-138,167,-8,32,NA,-133,201,-195,34,NA,-136,243,-180,"D"
"14468",14468,4,NA,-11,3,37,12,NA,44,107,-38,30,NA,-134,190,-183,35,NA,-110,289,-159,"D"
"14469",14469,4,NA,-12,0,38,12,NA,39,99,-43,30,NA,-135,186,-187,35,NA,-105,283,-160,"D"
"14470",14470,4,NA,-14,1,40,12,NA,38,104,-35,30,NA,-134,177,-192,36,NA,-121,284,-163,"D"
"14471",14471,4,NA,-13,-2,38,13,NA,39,115,-32,30,NA,-138,172,-192,37,NA,-126,293,-170,"D"
"14472",14472,4,NA,-11,1,37,13,NA,37,116,-34,30,NA,-138,178,-192,38,NA,-116,304,-178,"D"
"14473",14473,4,NA,-11,2,39,12,NA,36,112,-33,31,NA,-134,181,-197,38,NA,-112,306,-178,"D"
"14474",14474,4,NA,-13,3,36,12,NA,33,104,-34,31,NA,-141,178,-207,37,NA,-125,297,-160,"D"
"14475",14475,4,NA,-11,3,37,11,NA,33,101,-33,30,NA,-105,196,-197,41,NA,-148,345,-145,"D"
"14476",14476,4,NA,-11,1,41,12,NA,34,110,-29,30,NA,-112,203,-184,42,NA,-150,350,-157,"D"
"14477",14477,4,NA,-12,3,39,12,NA,33,111,-32,30,NA,-120,202,-183,41,NA,-171,325,-155,"D"
"14478",14478,4,NA,-13,3,36,13,NA,21,102,-78,30,NA,-125,191,-191,35,NA,-143,264,-164,"D"
"14479",14479,4,NA,-14,2,40,13,NA,24,108,-57,30,NA,-124,198,-181,29,NA,-138,195,-157,"D"
"14480",14480,4,NA,-14,5,40,14,NA,0,124,-54,30,NA,-132,194,-179,29,NA,-145,170,-170,"D"
"14481",14481,4,NA,-12,4,41,12,NA,3,119,-1,30,NA,-131,200,-176,32,NA,-177,154,-207,"D"
"14482",14482,4,NA,-13,6,41,11,NA,-2,112,10,29,NA,-138,192,-159,31,NA,-150,125,-229,"D"
